Unnamed: 0,Unnamed: 0.1,id,type,date,betterDate,title,abstract

2.1 Samenvatting 

2.2 Conclusie 

3 MAATSCHAPPELIJKE IMPACT 

4 COMMUNICATIE 

5 REIKWIJDTE EN KADERS WINNINGSPLAN 

5.1 Doelmatigheid 

5.2 Kaders schade 

5.3 Natuur en milieu — Nationaal Park Drentsche Aa 

54 Reikwijdte winningsplan m.b.t. aantal verschillende velden 

6 PRODUCTIE 

6.1 Productie put Vries-10 

6.2 Productiesnelheid 

6.3 Totale productie en fluctuaties 

7 ONZEKERHEDEN/ ONTBREKENDE ZAKEN 

7.1 Onzekerheden 

7.2 _Ontbrekende/onjuiste gegevens 

8 BODEMBEWEGING 

8.1 Bodemdaling 

8.2 Bodemtrilling 

8.3 Reservoirstimulatie/ Fracken 

9 SCHADE 

9.1 Voorkomen van schade (wettelijke verplichting) 

9.2 Afhandeling van schade 

9.3 Lusten en lasten 

10 RISICOBEHEERSYSTEEM 

11 ARTIKELEN ONTWERPBESLUIT 

Zienswijze winningsplan Westerveld 

BLAD 

a 
A 

11 

11 

11 

11 

12 

14 

14 

15 

15 

16 

16 

17 

18 

18 

18 

18 

19 

19 

20 

21 

22 

24




Zienswijze winningsplan Westerveld 

1 INLEIDING 

Op 8 mei 2017 heeft u het ontwerp-instemmingsbesluit op het winningsplan Westerveld 

gepubliceerd. In uw ontwerp-instemmingsbesluit geeft u tevens uw reactie op het advies dat 

wij in januari 2017 op het winningsplan hebben uitgebracht. 

Wij hebben u geadviseerd om niet in te stemmen met het winningsplan. Subsidiair hebben we 

onder andere aangegeven dat onafhankelijke validatie, schadebeperking schadeafwikkeling en 

een risicobeheersysteem op voorhand goed moeten zijn geregeld. Wij hebben dit advies 

uitgebreid gemotiveerd. 

We zien dat u in het ontwerp-instemmingsbesluit op een aantal punten tegemoet komt aan ons 

advies. In ons advies hebben we niet alleen naar de technisch juridische aspecten gekeken maar 

het winningsplan ook beoordeeld op de maatschappelijke consequenties. De aanleiding voor de 

gewijzigde Mijnbouwwet (Mbw) was immers vooral bedoeld om het burgerperspectief goed 

mee te nemen in de beoordeling van de winningsplannen. 

In de afgelopen periode is er meer aandacht gekomen voor de veiligheid en het welzijn van 

inwoners op en nabij gasvelden. Onder andere vanwege de zorgen die wij hebben over de 

directe en indirecte gevolgen van de gaswinning op het leven van de inwoners van het gebied, 

dienen wij deze zienswijze in op uw ontwerp-instemmingsbesluit. Bij het opstellen van deze 

zienswijze zijn de decentrale overheden, net als in het adviestraject, weer samen opgetrokken. 

Leeswijzer 

In deze zienswijze is dezelfde volgorde gehanteerd als het advies dat wij in januari aan de 

minister hebben geleverd. Dit advies is als bijlage bij deze zienswijze opgenomen en onderdeel 

uit van de zienswijze.




Zienswijze winningsplan Westerveld 

2 SAMENVATTING EN CONCLUSIE 

2.1 Samenvatting 

Vanuit betrokkenheid, zorg en oprechte belangstelling hebben wij het winningsplan en uw 

concept instemmingsbesluit bestudeerd. Vanwege de zorgen die wij hebben over de directe en 

indirecte gevolgen van de gaswinning op het leven van de inwoners van het gebied en de invloed 

op natuur en milieu, dienen wij deze zienswijze in op uw ontwerp-instemmingsbesluit. Bij het 

opstellen van deze zienswijze zijn de lokale overheden, net als in het adviestraject, weer samen 

opgetrokken. 

Wij hebben u eerder geadviseerd om niet in te stemmen met het winningsplan Westerveld. 

Subsidiair hebben wij onder andere aangegeven dat onafhankelijke validatie, schadebeperking, 

schadeafwikkeling en een risicobeheersysteem op voorhand goed moeten zijn geregeld. Wij 

hebben dit advies uitgebreid gemotiveerd. Na bestudering van het winningsplan en het ontwerp 

instemmingsbesluit komen we tot de volgende opmerkingen. 

Veiligheid 

Uit het winningsplan en de bijbehorende adviezen van TNO en Staatstoezicht op de Mijnen 

(SodM) maken wij op dat er geen veiligheidsrisico’s bestaan voor de gebieden in en rond de 

gasvelden en haar inwoners. In ons advies hebben we aandacht gevraagd voor onzekerheden 

omtrent allerlei berekeningen. Omdat volgens ons rond de effecten en gevolgen van gaswinning 

op de ondergrond en bovengrondse bouwwerken nog altijd veel onduidelijk is, adviseerden wij 

u met uiterste terughoudendheid conclusies te verbinden aan de berekeningsresultaten van de 

maximaal te verwachten seismische activiteit. U ben daar in het ontwerpbesluit niet op 

ingegaan. 

Communicatie 

Inwoners in het gebied dat het winningsplan Westerveld bestrijkt, hebben zorgen over hun 

veiligheid en over eventuele schade aan hun eigendommen. In uw brief van 14 april 2017 

(kenmerk DGETM-EO/17049086) gericht aan de colleges van B&W concludeert u dat de oude 

winningsplannen werden geschreven door experts voor experts en deze dus ongeschikt zijn ter 

advisering en ter inspraak aan burgers en lokale overheden voor te leggen. Het winningsplan 

Westerveld dat nu ter besluitvorming voorligt is nog geschreven in deze oude stijl.




Zienswijze winningsplan Westerveld 

Voorkomen en beperken van schade 

Wij zijn van mening dat in de Mijnbouwwet primair de nadruk ligt op het voorkomen van schade 

door mijnbouwactiviteiten (preventief handelen), en niet op het geoorloofd zijn van 

mijnbouwactiviteiten, mits de nadelige gevolgen daarvan door de exploitant / operator worden 

weggenomen of verzacht (curatief handelen). 

Bodemdaling 

In ons advies hebben we aandacht gevraagd voor de prognose van de bodemdaling. Wij 

constateren dat u onze adviezen heeft overgenomen en vastgelegd in artikel 2 van uw besluit. 

Schadeafhandeling 

Inuw ontwerpbesluit geeft u aan met ons van mening te zijn dat er behoefte is aan een adequate 

regeling voor de afdoening en vergoeding van schades en compensatie. Wij zijn tevreden dat u 

ons standpunt aangaande afhandeling van schade onderschrijft. Tevens dat u in uw ontwerp- 

instemmingsbesluit regels stelt om één en ander te bewerkstelligen. Wij zijn echter van mening 

dat u de verantwoordelijkheid hiervoor ten onrechte primair neerlegt bij NAM en de decentrale 

overheden. 

Meet- en regelprotocol 

In hoofdstuk 7 zijn we ingegaan op de onzekerheden van berekeningen en voorspellingen van 

bodemdaling en bodemtrilling bij gaswinning. SodM noemt een mogelijke bevingszwaarte van 

3,9 op de schaal van Richter en daarmee een grote kans op constructieve schade. Onze inwoners 

moeten beschermd worden tegen dit risico. Wij vinden daarom als u toch gaat winnen het van 

groot belang dat er serieus risicobeheersysteem moet worden opgesteld. Wij constateren dat u 

de NAM verplicht een risicobeheersysteem voor de bevende voorkomens op te laten stellen en 

dit ter goedkeuring voor te leggen aan SodM. Echter om invulling te geven aan de 

rechtszekerheid van onze inwoners zou dit transparant moeten gebeuren en dus in de fase van 

vergunningverlening geregeld moeten zijn. Tevens vinden wij dat het risicobeheerssysteem voor 

alle velden moet worden aangelegd. 

Fracken en zuurstimulatie 

In ons advies hebben we aandacht gevraagd voor de risico’s van deze technieken. Wij 

constateren dat u onze advies heeft overgenomen en vastgelegd in artikel 1 van uw besluit. 

Onduidelijk is echter welke paragraaf van het winningsplan nu niet van toepassing is verklaard. 

U geeft echter ook aan dat bij de toepassing van zuur- en hydraulische stimulatie door NAM een 

nieuwe wijziging van het winningsplan ingediend dient te worden en afhankelijk van de aard van 

de wijziging, besloten wordt welke procedure voor de besluitvorming hierover gevolgd zal 

worden. Bij een minimale wijziging kunt u dan de bagatelclausule in werking treden en wordt 

niet de uitgebreide procedure gevolgd. Daarmee wordt naar onze mening het burgerperspectief 

dan niet voldoende ingevuld. 

2.2 Conclusie 

Wij vinden dat in het ontwerp-instemmingsbesluit dat nu voorligt u deels tegemoet aan het door 

u omarmde advies van de Onderzoekraad voor de Veiligheid (OvV) dat aangeeft dat het




Zienswijze winningsplan Westerveld 

burgerperspectief structureel en herkenbaar moet worden meegewogen in de besluitvorming. 

In uw afweging zijn echter de effecten van de gaswinning in het gebied naar onze mening 

onvoldoende meegenomen. Onder deze effecten verstaan wij de directe en indirecte gevolgen 

zoals schade, natuur en milieu, onveiligheidsgevoel, leefbaarheid en economie. 

Uw besluit baseert u zich nu voornamelijk op het advies van SodM omtrent het planmatig 

beheer van de winning aangevuld met de resultaten van de Seismische RisicoAnalyse (SRA). Dit 

advies is conform de wettelijk voorschriften opgesteld en gaat daarmee inhoudelijk nog voorbij 

aan de maatschappelijke effecten, die volgens de nieuwe mijnbouwwet ook nadrukkelijk 

meegewogen dienen te worden. 

In het winningsplan en de technische adviezen wordt de kans op een zware beving als klein 

beoordeeld. Tegelijkertijd is er nog altijd weinig bekend over het gedrag van (kleine) 

aardgasvelden en is het deels gissen wat er precies gebeurt in de diepe ondergrond. In zijn advies 

van 13 april jl. schrijft de Inspecteur-generaal van de SodM over de Groningersituatie dat de 

modellen te kort schieten. Wat we wel weten, is dat de velden in het plangebied hebben 

gebeefd en in het geval van Eleveld zelfs met een magnitude van groter dan 2,0 op de schaal van 

Richter. U kunt geen garantie geven dat zich een dergelijke of veel zwaardere beving niet voor 

zal doen. 

Tal van zaken zijn in het winningsplan nog niet uitgewerkt en gespecificeerd zoals de 

natuurtoets/ Milieu Effect Rapportage voor de Drentse Aa en een gespecificeerd meet- en 

monitoringplan. Ook de uitgevoerde SRA is gebaseerd op onjuiste gegevens waarbij onder 

andere het vastgestelde bestemmingsplan Werklandschap Assen Zuid niet is meegenomen. Ook 

ontbreekt in het winningsplan informatie over de exacte locaties van winningsputten in de 

gasvelden, geplande locaties van winputten en de winningshoeveelheden per put zoals het 

Mijnbouwbesluit vereist. Tenslotte gaat het winningsplan niet in op de vraag op welke wijze 

schade wordt voorkomen. Dit zijn belangrijke zaken die in het winningsplan ontbreken. Wanneer 

zonder deze informatie besluitvorming plaatsvindt wordt de rechtszekerheid van onze inwoners 

naar onze mening ernstig geschaad. 

Dit alles overziend, zijn wij van mening dat u niet kunt instemmen met het Winningsplan 

Westerveld.




Zienswijze winningsplan Westerveld 

3 MAATSCHAPPELIJKE IMPACT 

Uit onderzoek blijkt een duidelijk verband tussen het optreden van schade, veiligheidsbeleving 

en gezondheidsklachten. Schade aan de eigen woning, maar ook schade in de omgeving gaan 

gepaard met een sterk verlaagd gevoel van veiligheid. Wij willen niet in een situatie belanden 

waar zich dit voordoet. 

In een gebied met schade door gaswinning zijn meer gezondheidsklachten en zien we een zelfde 

patroon als bij het ervaren van onveiligheid. Meer mensen zijn daar psychisch ongezond en een 

hoger percentage gaat regelmatig naar de huisarts. 

Op 1 maart jongstleden heeft de rechtbank Noord Nederland geoordeeld dat de Nederlandse 

Aardolie Maatschappij (NAM) aan een deel van de inwoners van het Groningenveld de 

immateriële schade moet vergoeden. De NAM is aansprakelijk voor de door inwoners van het 

Groningenveld geleden en/of nog te lijden immateriële schade, als gevolg van aardbevingen. 

Belangrijke reden voor de uitspraak is dat de NAM volgens de rechtbank ernstige inbreuk maakt 

op een fundamenteel persoonlijkheidsrecht, namelijk het recht op een ongestoord woongenot. 

Door de jarenlange ontkenning van de aardbevingsproblematiek is het vertrouwen bij de 

bevolking weggevloeid in alle instituties die te maken hebben met de gaswinning en de gevolgen 

daarvan. Het is belangrijk dat dit vertrouwen weer wordt hersteld. Bij de beoordeling van het 

winningsplan moet daarom, conform het advies van OvV, niet alleen naar een acceptabel 

veiligheidsniveau worden gekeken, maar ook naar de effecten op schade en maatschappelijke 

acceptatie. 

In uw ontwerp-instemmingsbesluit heeft u naar onze mening onvoldoende aandacht voor de 

maatschappelijke gevolgen. 

Wij vinden dat u: 

1. In navolging van het door u omarmde advies van de OvV de maatschappelijke gevolgen 

expliciet en transparant dient te betrekken in uw afweging. 

Energiebeleid 

In het ontwerp-instemmingsbesluit gaat u in op het beleid omtrent energie. U geeft terecht aan 

dat Nederland aardgas nodig heeft. De reden hiervan is onder andere een tot nu toe 

achterblijvend rijksbeleid op het vlak van verduurzaming van de energievoorziening. 

U geeft aan dat wanneer aardgas veilig kan worden gewonnen, het wenselijk is dit uit 

Nederlandse bodem te winnen. En Nederland minder afhankelijk is van gasimport. In dit verband 

wijzen wij u er op dat een deel van het Nederlandse aardgas nog altijd bestemd is voor export. 

Wat betreft de gasimport, geeft Noorwegen aan dat ze graag aardgas aan Nederland levert. Wij 

kunnen geen andere reden dan economische bedenken, om niet in te gaan op dit aanbod. 

Bovenstaande overziend doet ons concluderen dat u een belangenafweging heeft gemaakt 

tussen economie c.q. inkomsten voor de staat en het veilig en zorgeloos kunnen wonen en leven




Zienswijze winningsplan Westerveld 

door de inwoners van onze regio. U bent bevoegd om deze afweging te maken. Wij vragen u 

echter om dit in de definitieve beschikking transparant te formuleren. 

Voorts kunnen wij nergens in de tekst uw motivatie lezen over de noodzaak om de in het 

Winningsplan genoemde hoeveelheden ook in relatie tot het tijdsverloop te winnen. Anders 

gezegd: Zijn de genoemde hoeveelheden wel nodig ook in relatie tot de versnelling van de 

verduurzaming? En zo ja, kunnen deze hoeveelheden niet opeen andere plek veiliger gewonnen 

worden? Bijvoorbeeld onder andere op plekken zonder stedelijke bebouwing c.q. 

bebouwingsconcentraties? 

Wij vinden dat u: 

2. Een duidelijker motivering moet geven over de afweging die u maakt. 

3. Moet aantonen dat de genoemde hoeveelheden nodig zijn voor de leveringszekerheid.




Zienswijze winningsplan Westerveld 

4 COMMUNICATIE 

Inwoners in het gebied dat het winningsplan Westerveld bestrijkt, hebben zorgen over hun 

veiligheid en over eventuele schade aan hun eigendommen. Inwoners van de Asser woonwijk 

Marsdijk zijn tegen gaswinning en hebben daarom meer dan 2.000 handtekeningen verzameld 

en aan u overhandigd. Duidelijk is daarmee dat het maatschappelijk draagvlak voor gaswinning 

in Drenthe, zwaar onder druk staat. 

In 2015 heeft de Onderzoeksraad voor de veiligheid een 5-tal aanbevelingen gedaan over 

aardbevingsrisico’s in Groningen. De raad wilde meer aandacht voor veiligheid in de 

besluitvorming en er door NAM en EZ meer gecommuniceerd wordt over de onzekerheden in 

de voorspellingen en hoe zij hiermee om wil aan. Dit heeft geresulteerd in vijf aanbevelingen. 

Eén van de vijf aanbevelingen was het burgerperspectief meenemen in de besluitvorming van 

winningen. Dit heeft u gedaan door in de nieuwe Mijnbouwwet lokale overheden en inwoners 

een rol te geven in de besluitvorming door middel van inspraak. 

In uw brief van 14 april 2017 (kenmerk DGETM-EO/17049086) gericht aan de colleges van B&W 

concludeert u dat de oude winningsplannen werden geschreven door experts voor experts en 

deze dus ongeschikt zijn ter advisering en ter inspraak aan burgers en lokale overheden voor te 

leggen. Het winningsplan Westerveld dat nu ter besluitvorming voorligt is nog geschreven in 

deze oude stijl. 

In het ontwerp instemmingsbesluit geeft u aan dat u zorgvuldige en publieksvriendelijke 

communicatie wilt borgen. U geeft aan dat uw ministerie werkt aan een maatschappelijke 

licentie en een publieksvriendelijke oplegger. Tegelijkertijd constateren we deze vooralsnog niet 

concreet toegepast zijn en dat u verwijst naar een drietal (traditionele) inloopbijeenkomsten 

voor inwoners. 

Daarmee komen we tot de conclusie dat uw voornemen om te komen tot transparante en 

consistente communicatie nog onvoldoende tot zijn recht komt in dit ontwerp 

instemmingsbesluit. Omdat wij als lokale overheden de belangen dienen van onze inwoners, 

moeten wij u er alsnog op wijzen dat NAM en het ministerie van EZ zorgvuldiger en 

publieksvriendelijker moeten communiceren met de burgers dan tot nu toe gebeurt. Het 

verhelderen van rollen, taken en verantwoordelijkheden op dit gebied en hier op een 

transparante wijze uitvoering aan geven, is wat vooralsnog ontbreekt. 

Wij stellen vast dat u met ons constateert dat het winningsplan lastig is te lezen voor niet- 

ingewijden. De door u voorgestelde reparatie door tijdens de inloopavonden het winningsplan 

nader toe te lichten is naar onze mening niet voldoende. Hierdoor krijgen niet alle inwoners de 

gelegenheid het winningsplan te doorgronden. 

Door het niet begrijpelijk zijn van zowel het winningsplan als het ontwerp-instemmingsbes luit 

wordt geen goede invulling gegeven aan het inwonerperspectief en is het hierdoor voor de 

inwoners niet mogelijk om op een goede manier zienswijzen kenbaar te maken.




Zienswijze winningsplan Westerveld 

Wij vinden dat: 

1. het winningsplan en ontwerpbesluit op het aspect van leesbaarheid en daarmee het 

burgerperspectief niet voldoen aan ministeriele toezeggingen. 

10




Zienswijze winningsplan Westerveld 

5 REIKWIJDTE EN KADERS WINNINGSPLAN 

5.1 Doelmatigheid 

U geeft een reactie op onze vraag om inzicht te geven in de kaders waaraan het winningsplan is 

getoetst op het aspect doelmatigheid van de gaswinning. Deze toetsing draait volgens u vooral 

om planmatig beheer. Hierbij gaat het om de vraag of de door de mijnbouwonderneming in het 

winningsplan aangegeven winbaarheidsfactor reëel is, gezien de technische parameters en 

geologische omstandigheden van het reservoir. 

U concludeert dat het winningsplan Westerveld op basis van deze toetsing voldoet aan 

wettelijke eisen die gesteld worden aan planmatig beheer en daarom geen reden ziet het 

winningsplan te weigeren of voorschriften eraan te verbinden. 

Wij kunnen uw redenering hierin volgen. Wel zijn wij van mening dat een bredere beoordeling 

op het aspect doelmatigheid wenselijk is. Voorts zijn wij van mening dat als doelmatigheid van 

onderhavig winningsplan wordt beoordeeld in relatie tot de maatschappelijke gevolgen dit tot 

een ander besluit behoort te leiden. Wij zullen dit standpunt in de paragrafen 5.3 (Natuur en 

milieu) en 9.1 (Voorkomen van schade) nader toelichten. 

5,2 Kaders schade 

In ons advies hebben wij u gevraagd zo spoedig mogelijk een kader te stellen waarin duidelijk 

beschreven stat wat onder schade wordt verstaan. 

Voor het begrip ‘schade’ verwijst u naar artikel 36, eerste lid, onderdeel a, van de Mijnbouwwet 

(Mbw) en de mogelijke aansprakelijkheid van de NAM voor schade die ontstaat door de 

gaswinning op grond van het Burgerlijk Wetboek Boek 6 artikel 177 - deze te vergoeden. Daarbij 

zal volgens u het schadebegrip zoals dat gehanteerd wordt in het kader van het Burgerlijk 

Wetboek leidend zijn. Daarbij verwijst u nog naar het landelijk loket mijnbouwschade, waar 

personen met schade als gevolg van gaswinning zich per 1 januari 2017 kunnen melden. 

Wij zijn ons bewust dat het begrip ‘schade’ zich niet eenvoudig generiek laat definiëren. Ook 

Recente Rechterlijke uitspraken getuigen ervan dat de het begrip ‘schade’ en het 

aansprakelijkheidsvraagstuk in het mijnbouwdossier nog volop in ontwikkeling zijn. 

Bij begrijpen uw motivatie en kunnen hiermee instemmen. 

5.3 Natuur en milieu — Nationaal Park Drentsche Aa 

Wij hebben u in ons advies gevraagd het winningsplan te toetsen op nationale en internationale 

wetgeving op het gebied van natuur- en soortenbescherming gelet op het aanwezige 

Natura2000 gebied. Ook hebben we voor het Drentsche Aa-gebied u in algemene zin reeds 

gewezen op het feit dat er aan de uitvoering van het Winningsplan mogelijk nadelige gevolgen 

kunnen zijn verbonden voor wat betreft de effectiviteit van de investeringen in de maatregelen 

ter bescherming en instandhouding van het gebied. U geeft in uw ontwerp besluit aan de NAM 

te zullen vragen om de voor deze beoordeling benodigde informatie op korte termijn aan te 

leveren, zodat deze voorafgaand aan het definitieve besluit meegewogen kan worden. Wij 

11




Zienswijze winningsplan Westerveld 

stellen daarmee vast dat de gevolgen van de gasvelden in dit winningsplan Westerveld voor de 

beschermde status van het Natura-2000-gebied Drentsche Aa nog niet zijn onderzocht. Een 

beoordeling van effecten op het Natura 2000-gebied zijn derhalve onvoldoende in uw ontwerp 

instemmingsbesluit meegewogen. Onlangs is er een beheerplan voor het Natura-2000 Drentse 

Aa door uw ministerie opgesteld. Ook daaraan zal u het winningsplan moeten toetsen. 

Het Drentsche Aa-gebied is niet alleen een Natura-2000 gebied. Voor het stroomdal van de 

Drentse"
